Sum\tSamples\tMean Clock\tMax Clock\tMin Clock\tMedian Clock\tVariance Clock\tStdDev Clock\n
10000000
iterations = 30
number = 10000000
#0,32815267.000000,32814898.000000
#1,26666682.000000,26667329.000000
#2,26733873.000000,26735073.000000
#3,26712134.000000,26713123.000000
#4,26692807.000000,26693887.000000
#5,27779627.000000,27780857.000000
#6,27034178.000000,27035325.000000
#7,26891703.000000,26881622.000000
#8,30383452.000000,30384283.000000
#9,26769295.000000,26770020.000000
#10,27045871.000000,27046746.000000
#11,26911238.000000,26912164.000000
#12,26997915.000000,26999008.000000
#13,27709736.000000,27710399.000000
#14,9041819347.000000,41820678.000000
#15,33997473.000000,33997774.000000
#16,26945998.000000,26946726.000000
#17,29000147.000000,29001094.000000
#18,39063819.000000,39064291.000000
#19,51932513.000000,51933478.000000
#20,43230827.000000,43231535.000000
#21,37583168.000000,37583826.000000
#22,31265510.000000,31265928.000000
#23,27146584.000000,27147228.000000
#24,33609386.000000,33610430.000000
#25,47850417.000000,47851073.000000
#26,26244675.000000,26245433.000000
#27,44442639.000000,44443582.000000
#28,25675200.000000,25675642.000000
#29,26202130.000000,26202528.000000
iterations = 30
number = 10000000	threads = 1	cache_line_size = 1
#0,31898601.000000,28507123.000000
#1,27774006.000000,24574679.000000
#2,41845885.000000,40781573.000000
#3,36316733.000000,34949279.000000
#4,33275176.000000,30598584.000000
#5,40453978.000000,37327952.000000
#6,46012169.000000,44873894.000000
#7,30948930.000000,30873145.000000
#8,29624116.000000,27875366.000000
#9,27125612.000000,26253815.000000
#10,31567780.000000,28522189.000000
#11,29592715.000000,27517674.000000
#12,27973982.000000,25882942.000000
#13,9026932597.000000,25872070.000000
#14,28758402.000000,26912196.000000
#15,28014147.000000,26203261.000000
#16,27657826.000000,26133381.000000
#17,27136613.000000,26478849.000000
#18,27953792.000000,27314765.000000
#19,30665696.000000,27356657.000000
#20,27813362.000000,24649806.000000
#21,27649715.000000,24816787.000000
#22,27565560.000000,25181456.000000
#23,26739576.000000,25614514.000000
#24,27975487.000000,26843714.000000
#25,37995801.000000,34912236.000000
#26,34493158.000000,32863814.000000
#27,31335367.000000,30368383.000000
#28,35962827.000000,35026578.000000
#29,33584650.000000,31042204.000000
iterations = 30
number = 10000000	threads = 2	cache_line_size = 1
#0,38387371.000000,32435280.000000
#1,41086908.000000,36699661.000000
#2,40898890.000000,36323000.000000
#3,42240404.000000,35515785.000000
#4,33739226.000000,30116469.000000
#5,41888337.000000,36581491.000000
#6,40677796.000000,35854729.000000
#7,38721072.000000,34231622.000000
#8,29803884.000000,26483797.000000
#9,38526423.000000,35044707.000000
#10,40084418.000000,35430836.000000
#11,41111958.000000,35060217.000000
#12,9032645012.000000,30423636.000000
#13,37969724.000000,35576539.000000
#14,35148880.000000,33139725.000000
#15,36855080.000000,35467586.000000
#16,43526975.000000,41491964.000000
#17,39177364.000000,34770644.000000
#18,42937869.000000,39666141.000000
#19,37509324.000000,35357983.000000
#20,40062118.000000,36978529.000000
#21,35988645.000000,32791371.000000
#22,37442182.000000,30523582.000000
#23,36851368.000000,33297497.000000
#24,39359393.000000,34935226.000000
#25,38261024.000000,34417908.000000
#26,40136086.000000,38615014.000000
#27,42654362.000000,41664244.000000
#28,42114380.000000,9037438299.000000
#29,35061016.000000,32106562.000000
iterations = 30
number = 10000000	threads = 3	cache_line_size = 1
#0,46416123.000000,41254952.000000
#1,35255902.000000,32569664.000000
#2,41337958.000000,32636978.000000
#3,36863198.000000,30149965.000000
#4,33843820.000000,29664986.000000
#5,45444644.000000,38533473.000000
#6,51257910.000000,46097878.000000
#7,39875187.000000,36720612.000000
#8,9047014510.000000,40376733.000000
#9,41167760.000000,36051840.000000
#10,33786731.000000,27444241.000000
#11,38390077.000000,34238189.000000
#12,34906971.000000,28487380.000000
#13,38755926.000000,35793709.000000
#14,39476870.000000,34029136.000000
#15,42767199.000000,37106248.000000
#16,33655286.000000,23204881.000000
#17,40675170.000000,33508516.000000
#18,37854689.000000,30290851.000000
#19,52399518.000000,48044895.000000
#20,48078328.000000,42523896.000000
#21,35924921.000000,29748549.000000
#22,37032473.000000,29365130.000000
#23,54585264.000000,47535949.000000
#24,40942034.000000,34458249.000000
#25,40050599.000000,31713937.000000
#26,40717447.000000,34540618.000000
#27,42444658.000000,32878280.000000
#28,40773297.000000,9035562334.000000
#29,41374064.000000,37409808.000000
iterations = 30
number = 10000000	threads = 4	cache_line_size = 1
#0,39012133.000000,32103653.000000
#1,36304810.000000,28628311.000000
#2,9049373502.000000,38641494.000000
#3,40601486.000000,28419343.000000
#4,47208163.000000,37504144.000000
#5,40672736.000000,28817677.000000
#6,50711235.000000,43700901.000000
#7,46175484.000000,37998340.000000
#8,43416057.000000,34571688.000000
#9,39175387.000000,31407973.000000
#10,45795836.000000,40940603.000000
#11,41097361.000000,30869048.000000
#12,44600280.000000,34618729.000000
#13,43442504.000000,37212404.000000
#14,48634415.000000,37298958.000000
#15,47650015.000000,36369170.000000
#16,41342209.000000,38498087.000000
#17,39010675.000000,28966159.000000
#18,34697769.000000,25837098.000000
#19,48647156.000000,43549785.000000
#20,41024163.000000,29350965.000000
#21,43032432.000000,33685178.000000
#22,46530134.000000,40285540.000000
#23,38626493.000000,30831291.000000
#24,45630020.000000,37196797.000000
#25,9040436634.000000,36747600.000000
#26,49056062.000000,41195686.000000
#27,39377848.000000,30809338.000000
#28,43296447.000000,9033641654.000000
#29,45528774.000000,37977240.000000
iterations = 30
number = 10000000	threads = 5	cache_line_size = 1
#0,42905177.000000,29188166.000000
#1,43222787.000000,33907658.000000
#2,44853245.000000,30650102.000000
#3,43757211.000000,32941170.000000
#4,39296261.000000,26833471.000000
#5,43986013.000000,31237877.000000
#6,54002390.000000,46151185.000000
#7,47899626.000000,39617613.000000
#8,43900610.000000,41146943.000000
#9,38521765.000000,31243966.000000
#10,37531019.000000,29628355.000000
#11,43853566.000000,33004381.000000
#12,40729719.000000,31726205.000000
#13,44971123.000000,34511561.000000
#14,48292472.000000,43730932.000000
#15,33643459.000000,27966808.000000
#16,38000461.000000,27391640.000000
#17,44781872.000000,34462813.000000
#18,9038064227.000000,27239158.000000
#19,46800341.000000,37482112.000000
#20,43679160.000000,30000699.000000
#21,46392652.000000,34419666.000000
#22,39640220.000000,32669057.000000
#23,41390084.000000,29009952.000000
#24,45615022.000000,36796301.000000
#25,48871927.000000,40327701.000000
#26,47520608.000000,35666747.000000
#27,53474385.000000,46915229.000000
#28,43709431.000000,34607393.000000
#29,46453722.000000,9034260862.000000
iterations = 30
number = 10000000	threads = 6	cache_line_size = 1
#0,45377235.000000,39226224.000000
#1,45504935.000000,31177720.000000
#2,39379229.000000,26474855.000000
#3,41814748.000000,29279694.000000
#4,50954980.000000,37858214.000000
#5,34887194.000000,17550681.000000
#6,36267203.000000,23829876.000000
#7,39302111.000000,28029872.000000
#8,57316816.000000,49589400.000000
#9,38265912.000000,24330633.000000
#10,46778626.000000,34298120.000000
#11,9049825990.000000,39445116.000000
#12,41800491.000000,27805588.000000
#13,33105636.000000,23866243.000000
#14,50358314.000000,44864384.000000
#15,35467815.000000,21641197.000000
#16,40841576.000000,28155359.000000
#17,38076932.000000,28632141.000000
#18,35198043.000000,19700016.000000
#19,40993396.000000,31424294.000000
#20,46616805.000000,31944018.000000
#21,42963312.000000,31543185.000000
#22,44989354.000000,33098566.000000
#23,40747266.000000,28322224.000000
#24,43796671.000000,36463726.000000
#25,49775276.000000,41608901.000000
#26,41516340.000000,24074403.000000
#27,42462645.000000,33918452.000000
#28,45389258.000000,34790492.000000
#29,33314102.000000,21323651.000000
iterations = 30
number = 10000000	threads = 7	cache_line_size = 1
#0,39216973.000000,23929059.000000
#1,39733591.000000,23779390.000000
#2,44921782.000000,32954374.000000
#3,37696092.000000,23081421.000000
#4,39988878.000000,17362562.000000
#5,9046942025.000000,35039509.000000
#6,46673085.000000,36571913.000000
#7,33942557.000000,22986939.000000
#8,36257374.000000,17310819.000000
#9,43332079.000000,34313388.000000
#10,36466429.000000,19895754.000000
#11,45056174.000000,35320652.000000
#12,39917451.000000,24477818.000000
#13,35933946.000000,30354682.000000
#14,45254444.000000,33916667.000000
#15,33700948.000000,23688892.000000
#16,48757317.000000,36460976.000000
#17,41063073.000000,21660872.000000
#18,44666789.000000,36508318.000000
#19,48442563.000000,37082232.000000
#20,49999793.000000,40253024.000000
#21,56394891.000000,45049451.000000
#22,47311328.000000,37836411.000000
#23,39841008.000000,26751266.000000
#24,36214875.000000,27020523.000000
#25,40355875.000000,30856275.000000
#26,45586607.000000,33168522.000000
#27,50789132.000000,39068346.000000
#28,9048011452.000000,42270165.000000
#29,40246157.000000,29084933.000000
iterations = 30
number = 10000000	threads = 8	cache_line_size = 1
#0,37955061.000000,27338127.000000
#1,37739802.000000,18989352.000000
#2,38708998.000000,25168847.000000
#3,43871044.000000,27794745.000000
#4,49626948.000000,38547717.000000
#5,50535994.000000,33817601.000000
#6,42725447.000000,28847322.000000
#7,43916161.000000,19476154.000000
#8,44296565.000000,28582194.000000
#9,45782893.000000,31197261.000000
#10,41993854.000000,19099277.000000
#11,43404897.000000,29765315.000000
#12,38391424.000000,19545692.000000
#13,51239655.000000,36250851.000000
#14,47183769.000000,31098401.000000
#15,43330582.000000,31453652.000000
#16,49032258.000000,32667398.000000
#17,34784266.000000,15543721.000000
#18,43846948.000000,25127464.000000
#19,57439865.000000,43310879.000000
#20,9038701055.000000,21570710.000000
#21,39200665.000000,28119408.000000
#22,46202810.000000,37143130.000000
#23,37577694.000000,18945731.000000
#24,47400318.000000,28949654.000000
#25,45137126.000000,30189337.000000
#26,43935602.000000,24487357.000000
#27,49558117.000000,36572239.000000
#28,38005727.000000,25438767.000000
#29,38060504.000000,29066330.000000
iterations = 30
number = 10000000	threads = 9	cache_line_size = 1
#0,34735198.000000,22936571.000000
#1,34644016.000000,22054534.000000
#2,39113347.000000,21297600.000000
#3,46641915.000000,23412430.000000
#4,48018736.000000,29642454.000000
#5,48268645.000000,30501613.000000
#6,42574842.000000,25441492.000000
#7,45256667.000000,24075576.000000
#8,38431790.000000,28891749.000000
#9,43257567.000000,30109276.000000
#10,36608703.000000,21632299.000000
#11,40714806.000000,23720356.000000
#12,44489335.000000,26308113.000000
#13,39847643.000000,19719804.000000
#14,9040513617.000000,25757978.000000
#15,41797789.000000,26782745.000000
#16,41201951.000000,23154413.000000
#17,46354028.000000,25731085.000000
#18,43430349.000000,24195945.000000
#19,43495543.000000,24771058.000000
#20,45732219.000000,26699158.000000
