Sum\tSamples\tMean Clock\tMax Clock\tMin Clock\tMedian Clock\tVariance Clock\tStdDev Clock\n
100000000
#28,313317232.000000,9309757587.000000,2,1
#29,9319961092.000000,313273659.000000,2,1
#0,313733727.000000,308689145.000000,3,1
#1,306266672.000000,300231232.000000,3,1
#2,336449354.000000,331737555.000000,3,1
#3,9309292781.000000,9303832019.000000,3,1
#4,305758000.000000,301618441.000000,3,1
#5,312527623.000000,306893339.000000,3,1
#6,9322708372.000000,9316055698.000000,3,1
#7,306497894.000000,299801421.000000,3,1
#8,307346679.000000,299330119.000000,3,1
#9,9291934383.000000,9287114532.000000,3,1
#10,294727791.000000,288693861.000000,3,1
#11,312992177.000000,304854778.000000,3,1
#12,9359038467.000000,9353652701.000000,3,1
#13,307536200.000000,301414163.000000,3,1
#14,303564221.000000,302593469.000000,3,1
#15,9319136943.000000,312964303.000000,3,1
#16,288394038.000000,9278376643.000000,3,1
#17,305780875.000000,301231451.000000,3,1
#18,318352716.000000,317195230.000000,3,1
#19,9321564630.000000,9316642041.000000,3,1
#20,331038587.000000,324392577.000000,3,1
#21,313840018.000000,306776743.000000,3,1
#22,9307811497.000000,9303884096.000000,3,1
#23,312473998.000000,304101470.000000,3,1
#24,311842063.000000,305403449.000000,3,1
#25,9316443312.000000,307994348.000000,3,1
#26,322867661.000000,9316442010.000000,3,1
#27,306784835.000000,300529110.000000,3,1
#28,9284437906.000000,282530401.000000,3,1
#29,285646739.000000,9277838843.000000,3,1
#0,318364943.000000,311282530.000000,4,1
#1,9332301398.000000,326618417.000000,4,1
#2,329666947.000000,321908386.000000,4,1
#3,346727168.000000,9340115329.000000,4,1
#4,9337989910.000000,332994441.000000,4,1
#5,305753616.000000,301911769.000000,4,1
#6,351992678.000000,9341689362.000000,4,1
#7,9342516701.000000,334512835.000000,4,1
#8,331397025.000000,326964329.000000,4,1
#9,332426311.000000,9324937793.000000,4,1
#10,9321465573.000000,313704493.000000,4,1
#11,311533670.000000,307001295.000000,4,1
#12,335942969.000000,9329831757.000000,4,1
#13,317208963.000000,307876506.000000,4,1
#14,9328245651.000000,318071790.000000,4,1
#15,336323851.000000,9327464945.000000,4,1
#16,360563305.000000,352748899.000000,4,1
#17,9344186683.000000,338945182.000000,4,1
#18,317117588.000000,9313280197.000000,4,1
#19,322523696.000000,316561168.000000,4,1
#20,9306135245.000000,297504901.000000,4,1
#21,346495244.000000,9342158664.000000,4,1
#22,298338993.000000,290186579.000000,4,1
#23,9315067771.000000,306064073.000000,4,1
#24,317810294.000000,9312143181.000000,4,1
#25,317831590.000000,312400310.000000,4,1
#26,9346836481.000000,339318134.000000,4,1
#27,305002044.000000,296183831.000000,4,1
#28,284775999.000000,9276003878.000000,4,1
#29,9287580476.000000,281136516.000000,4,1
#0,298490904.000000,286965541.000000,5,1
#1,307024790.000000,299323201.000000,5,1
#2,9343976614.000000,333567386.000000,5,1
#3,349084171.000000,9341483190.000000,5,1
#4,351533457.000000,342590396.000000,5,1
#5,9328671928.000000,317557546.000000,5,1
#6,330067276.000000,9322276195.000000,5,1
#7,322814729.000000,309446866.000000,5,1
#8,9319529179.000000,310568860.000000,5,1
#9,312909454.000000,9301447709.000000,5,1
#10,322017346.000000,312539825.000000,5,1
#11,9348253963.000000,341669974.000000,5,1
#12,318060886.000000,9308386773.000000,5,1
#13,341805334.000000,339527908.000000,5,1
#14,9323886284.000000,313521764.000000,5,1
#15,328778051.000000,9316645572.000000,5,1
#16,330033393.000000,322932354.000000,5,1
#17,305487924.000000,297499258.000000,5,1
#18,9318982627.000000,9311603094.000000,5,1
#19,354450144.000000,344099255.000000,5,1
#20,315916791.000000,303903265.000000,5,1
#21,9304708485.000000,297040356.000000,5,1
#22,304042132.000000,9297498896.000000,5,1
#23,315275219.000000,304365887.000000,5,1
#24,9310245162.000000,296408172.000000,5,1
#25,303288708.000000,9293729647.000000,5,1
#26,329300436.000000,322227112.000000,5,1
#27,9305283179.000000,293014788.000000,5,1
#28,301703912.000000,9296732565.000000,5,1
#29,322874321.000000,316618704.000000,5,1
#0,9307831669.000000,293930533.000000,6,1
#1,298657648.000000,287891584.000000,6,1
#2,321713952.000000,310784126.000000,6,1
#3,9357535653.000000,9347535009.000000,6,1
#4,323421722.000000,313567232.000000,6,1
#5,331043900.000000,316140292.000000,6,1
#6,9306910617.000000,9299061025.000000,6,1
#7,324339792.000000,315644227.000000,6,1
#8,303791077.000000,289981838.000000,6,1
#9,341549602.000000,9326546463.000000,6,1
#10,9329543487.000000,319945603.000000,6,1
#11,302186633.000000,292261724.000000,6,1
#12,309040247.000000,9295722375.000000,6,1
#13,9322283998.000000,313734632.000000,6,1
#14,333325383.000000,321198368.000000,6,1
#15,319486885.000000,307657746.000000,6,1
#16,9316107194.000000,9304111639.000000,6,1
#17,341926763.000000,331750727.000000,6,1
#18,328476021.000000,319463444.000000,6,1
#19,9319981890.000000,9307996932.000000,6,1
#20,313314870.000000,303622439.000000,6,1
#21,318447680.000000,308658331.000000,6,1
#22,9306515649.000000,9292518742.000000,6,1
#23,298268048.000000,286873700.000000,6,1
#24,324203055.000000,316526711.000000,6,1
#25,9311131779.000000,9301567072.000000,6,1
#26,328009299.000000,317004213.000000,6,1
#27,318113310.000000,306594851.000000,6,1
#28,9327629148.000000,314021531.000000,6,1
#29,322373439.000000,9314029792.000000,6,1
#0,311562478.000000,296094392.000000,7,1
#1,9365890834.000000,355439576.000000,7,1
#2,321065523.000000,309225891.000000,7,1
#3,329711270.000000,9318176994.000000,7,1
#4,9310269160.000000,297412777.000000,7,1
#5,356375464.000000,343700926.000000,7,1
#6,342680463.000000,9336260561.000000,7,1
#7,9315011598.000000,299324491.000000,7,1
#8,321079002.000000,306652299.000000,7,1
#9,342564532.000000,9328586824.000000,7,1
#10,9332500717.000000,319757666.000000,7,1
#11,313034757.000000,302321379.000000,7,1
#12,305298686.000000,9289103372.000000,7,1
#13,311242097.000000,288935235.000000,7,1
#14,9315541809.000000,302543470.000000,7,1
#15,347893368.000000,9334556035.000000,7,1
#16,308713811.000000,293761064.000000,7,1
#17,9319651894.000000,305925997.000000,7,1
#18,320861662.000000,304558051.000000,7,1
#19,365638345.000000,9353156444.000000,7,1
#20,9334317325.000000,319221811.000000,7,1
#21,348935444.000000,338110079.000000,7,1
#22,321384597.000000,9307844681.000000,7,1
#23,9359011979.000000,352239449.000000,7,1
#24,325480156.000000,315424753.000000,7,1
#25,314083510.000000,9302944539.000000,7,1
#26,9328936789.000000,313490545.000000,7,1
#27,313715516.000000,305205076.000000,7,1
#28,304936454.000000,9291770169.000000,7,1
#29,9341171065.000000,322634134.000000,7,1
#0,312041521.000000,303274438.000000,8,1
#1,319285121.000000,300331661.000000,8,1
#2,9312704504.000000,295500700.000000,8,1
#3,308006821.000000,9292415386.000000,8,1
#4,327441827.000000,313518007.000000,8,1
#5,9307794461.000000,296864368.000000,8,1
#6,333370803.000000,9313738959.000000,8,1
#7,332949425.000000,321259589.000000,8,1
#8,9321894248.000000,304574219.000000,8,1
#9,348562735.000000,9332448642.000000,8,1
#10,328048586.000000,310969319.000000,8,1
#11,9328711452.000000,320004745.000000,8,1
#12,321400445.000000,9302747717.000000,8,1
#13,314811141.000000,299824784.000000,8,1
#14,9321153114.000000,304127774.000000,8,1
#15,338878306.000000,324890357.000000,8,1
#16,384167110.000000,9371639647.000000,8,1
#17,9319279042.000000,298722727.000000,8,1
#18,318353837.000000,304457026.000000,8,1
#19,311049377.000000,9292198586.000000,8,1
#20,9310187222.000000,290987869.000000,8,1
#21,297381617.000000,281192909.000000,8,1
#22,315989918.000000,9306562871.000000,8,1
#23,318155500.000000,299721511.000000,8,1
#24,9356031477.000000,343719795.000000,8,1
#25,310548519.000000,9297312427.000000,8,1
#26,300313016.000000,288593066.000000,8,1
#27,9327259502.000000,311913457.000000,8,1
#28,327050263.000000,317289555.000000,8,1
#29,336961356.000000,9324352208.000000,8,1
#0,9370134068.000000,353214192.000000,9,1
#1,327885273.000000,312482771.000000,9,1
#2,328196785.000000,311937280.000000,9,1
#3,9341313446.000000,9327799667.000000,9,1
#4,304127978.000000,292251728.000000,9,1
#5,349148420.000000,338727245.000000,9,1
#6,9319683793.000000,9315405252.000000,9,1
#7,315588736.000000,296575420.000000,9,1
#8,312581753.000000,294167123.000000,9,1
#9,9332117873.000000,9316731073.000000,9,1
#10,319511655.000000,304723638.000000,9,1
#11,329002544.000000,317216284.000000,9,1
#12,9326060467.000000,9309399586.000000,9,1
#13,349314602.000000,341341947.000000,9,1
#14,328694854.000000,316167722.000000,9,1
#15,9351968010.000000,9343841588.000000,9,1
#16,333362546.000000,321265259.000000,9,1
#17,324820776.000000,305269120.000000,9,1
#18,9350780654.000000,9339888561.000000,9,1
#19,357423649.000000,341881812.000000,9,1
#20,323010868.000000,302035124.000000,9,1
#21,9370524734.000000,9352887762.000000,9,1
#22,336714114.000000,323123693.000000,9,1
#23,328885961.000000,314884437.000000,9,1
#24,9319383507.000000,300996652.000000,9,1
#25,324514551.000000,9308910922.000000,9,1
#26,323932234.000000,307924870.000000,9,1
#27,9328776924.000000,309659255.000000,9,1
#28,354417226.000000,9340415889.000000,9,1
#29,314679496.000000,295749733.000000,9,1
#0,9318000425.000000,298204821.000000,10,1
#1,309423511.000000,284365122.000000,10,1
#2,330694467.000000,305865126.000000,10,1
#3,9324894503.000000,9314033117.000000,10,1
#4,323980556.000000,304630335.000000,10,1
#5,318248104.000000,305183127.000000,10,1
#6,9364551617.000000,9343162116.000000,10,1
#7,355118816.000000,338385357.000000,10,1
#8,364266911.000000,343567444.000000,10,1
#9,9321583282.000000,9318714642.000000,10,1
#10,345704231.000000,328423351.000000,10,1
#11,334944146.000000,316884388.000000,10,1
#12,9322421408.000000,9300962871.000000,10,1
#13,345882280.000000,333881562.000000,10,1
#14,343140397.000000,318001204.000000,10,1
#15,9317203688.000000,9293800976.000000,10,1
#16,314990449.000000,301876900.000000,10,1
#17,341387392.000000,318611015.000000,10,1
#18,9338613166.000000,321817854.000000,10,1
#19,320516486.000000,9308802319.000000,10,1
#20,370443690.000000,348677285.000000,10,1
#21,9335049542.000000,314411253.000000,10,1
#22,320708946.000000,9296151878.000000,10,1
#23,330465028.000000,312626673.000000,10,1
#24,9330446492.000000,324649463.000000,10,1
#25,322508308.000000,9302698619.000000,10,1
#26,332866532.000000,322048625.000000,10,1
#27,9332063136.000000,322708539.000000,10,1
#28,313113817.000000,9297060802.000000,10,1
#29,336761649.000000,316246517.000000,10,1
#0,9336163990.000000,314930236.000000,11,1
#1,325848726.000000,303133675.000000,11,1
#2,340461910.000000,323996450.000000,11,1
#3,9324210181.000000,9305271207.000000,11,1
#4,331591157.000000,308844326.000000,11,1
#5,313964127.000000,292568874.000000,11,1
#6,9337360812.000000,9316178960.000000,11,1
#7,350773099.000000,341374721.000000,11,1
#8,356214836.000000,341290621.000000,11,1
#9,9303041158.000000,9280469382.000000,11,1
#10,359168648.000000,340314134.000000,11,1
#11,329402455.000000,303898499.000000,11,1
#12,9342593423.000000,9321762602.000000,11,1
#13,314269095.000000,302861536.000000,11,1
#14,323881125.000000,308938876.000000,11,1
#15,9347824879.000000,9322601904.000000,11,1
#16,337073774.000000,319254000.000000,11,1
#17,318064091.000000,300855239.000000,11,1
#18,9333291933.000000,323341214.000000,11,1
#19,371747577.000000,9348566362.000000,11,1
#20,307501558.000000,300287305.000000,11,1
#21,9340163384.000000,330311709.000000,11,1
#22,332692236.000000,9316796804.000000,11,1
#23,356916456.000000,342906866.000000,11,1
#24,9347766861.000000,332072762.000000,11,1
#25,357253523.000000,9344107567.000000,11,1
#26,9345572052.000000,335623561.000000,11,1
#27,316532270.000000,289126698.000000,11,1
#28,325943373.000000,9304959296.000000,11,1
#29,334451731.000000,312493845.000000,11,1
#0,9367757271.000000,343831899.000000,12,1
#1,356522964.000000,329927101.000000,12,1
#2,9368496719.000000,9350869527.000000,12,1
#3,337099121.000000,312703655.000000,12,1
#4,345949742.000000,326462467.000000,12,1
#5,9333109616.000000,309526988.000000,12,1
#6,323223225.000000,9303996720.000000,12,1
#7,332060770.000000,308335246.000000,12,1
#8,9383023808.000000,359106656.000000,12,1
#9,313694742.000000,9290449061.000000,12,1
#10,341367417.000000,326760021.000000,12,1
#11,9358044418.000000,337412580.000000,12,1
#12,337885018.000000,9320167150.000000,12,1
#13,351340985.000000,331487377.000000,12,1
#14,9328724257.000000,300198998.000000,12,1
#15,331510575.000000,9309403229.000000,12,1
#16,323137168.000000,301486249.000000,12,1
#17,9322961453.000000,306117839.000000,12,1
#18,365017994.000000,9342499101.000000,12,1
#19,341400799.000000,321873854.000000,12,1
#20,9358863851.000000,345309930.000000,12,1
#21,333214755.000000,9325834958.000000,12,1
#22,339964715.000000,324870574.000000,12,1
#23,9336561109.000000,313928107.000000,12,1
#24,328017378.000000,9307975038.000000,12,1
#25,359108466.000000,337580702.000000,12,1
#26,9313238691.000000,293933123.000000,12,1
#27,332186796.000000,314569547.000000,12,1
#28,335237927.000000,9305029835.000000,12,1
#29,9325138701.000000,311921690.000000,12,1
#0,352863553.000000,327433427.000000,13,1
#1,342340934.000000,318691069.000000,13,1
#2,9307865896.000000,283675161.000000,13,1
#3,347043996.000000,9315776547.000000,13,1
#4,327632190.000000,302875946.000000,13,1
#5,9341789219.000000,328441521.000000,13,1
#6,383629845.000000,9360180710.000000,13,1
#7,359726483.000000,345843663.000000,13,1
#8,9341796083.000000,319417806.000000,13,1
#9,364999578.000000,9340527955.000000,13,1
#10,9315301630.000000,289300902.000000,13,1
#11,334252495.000000,318276990.000000,13,1
#12,328754540.000000,9308445313.000000,13,1
#13,333680890.000000,309808831.000000,13,1
#14,9334233446.000000,311272561.000000,13,1
#15,339642357.000000,9314324572.000000,13,1
#16,9338719965.000000,317099634.000000,13,1
#17,340249322.000000,314164908.000000,13,1
#18,336211784.000000,9317925900.000000,13,1
#19,9341207303.000000,317510800.000000,13,1
#20,331665119.000000,315331198.000000,13,1
#21,345226757.000000,316908665.000000,13,1
#22,9311814520.000000,9289227431.000000,13,1
#23,326961346.000000,302750529.000000,13,1
#24,329619343.000000,308443363.000000,13,1
#25,9338511149.000000,9319370991.000000,13,1
#26,339022326.000000,314903945.000000,13,1
#27,340600133.000000,323642490.000000,13,1
#28,9332398670.000000,9315829272.000000,13,1
#29,361695262.000000,346991732.000000,13,1
#0,340152449.000000,312520678.000000,14,1
#1,9356781047.000000,336384156.000000,14,1
#2,356421312.000000,339236208.000000,14,1
#3,345259734.000000,9313089529.000000,14,1
#4,9340580955.000000,329586356.000000,14,1
#5,339885597.000000,325243726.000000,14,1
#6,337455603.000000,9314974099.000000,14,1
#7,9311542709.000000,289182325.000000,14,1
#8,334871764.000000,316167215.000000,14,1
#9,346252400.000000,9314064067.000000,14,1
#10,9340870952.000000,313932592.000000,14,1
#11,345825752.000000,320037382.000000,14,1
#12,356121871.000000,9337282936.000000,14,1
#13,9351007920.000000,323498715.000000,14,1
#14,345518121.000000,330640858.000000,14,1
#15,340185788.000000,9311656120.000000,14,1
#16,9359546728.000000,332230403.000000,14,1
#17,354653488.000000,331029949.000000,14,1
#18,338737440.000000,9305842683.000000,14,1
#19,9328455427.000000,302211371.000000,14,1
#20,345661977.000000,324024965.000000,14,1
#21,323610165.000000,9293734701.000000,14,1
#22,9358158694.000000,338781032.000000,14,1
#23,351341160.000000,321011563.000000,14,1
#24,9392153818.000000,9363853149.000000,14,1
#25,347521063.000000,328132562.000000,14,1
#26,316136871.000000,290674976.000000,14,1
#27,9330209648.000000,311607097.000000,14,1
#28,354960831.000000,9329151290.000000,14,1
#29,323084811.000000,295756036.000000,14,1
#0,9341962828.000000,314894711.000000,15,1
#1,331662820.000000,306737679.000000,15,1
#2,337140965.000000,310525617.000000,15,1
#3,9310919527.000000,9278630695.000000,15,1
#4,320937052.000000,290527180.000000,15,1
#5,336121973.000000,315877543.000000,15,1
#6,9340460781.000000,9315005964.000000,15,1
#7,341807482.000000,318417848.000000,15,1
#8,332061426.000000,310649079.000000,15,1
#9,9342574079.000000,9317957694.000000,15,1
#10,322438243.000000,298282808.000000,15,1
#11,328295982.000000,306610264.000000,15,1
#12,9333479585.000000,9315003058.000000,15,1
#13,356791289.000000,338894647.000000,15,1
#14,315005262.000000,282388826.000000,15,1
#15,9353005909.000000,329583140.000000,15,1
#16,355824773.000000,9328434009.000000,15,1
#17,351555952.000000,325317178.000000,15,1
#18,9341664334.000000,316061092.000000,15,1
#19,332483787.000000,9295198597.000000,15,1
#20,340691606.000000,310614049.000000,15,1
#21,9322152074.000000,295799209.000000,15,1
#22,363876546.000000,9347368671.000000,15,1
#23,365322754.000000,334653698.000000,15,1
#24,9341130150.000000,316899727.000000,15,1
#25,335709642.000000,9313904051.000000,15,1
#26,330260614.000000,300514384.000000,15,1
#27,9348161428.000000,331135830.000000,15,1
#28,343699990.000000,9317456298.000000,15,1
#29,369087450.000000,341520317.000000,15,1
#0,9359178195.000000,328986918.000000,16,1
#1,340008707.000000,303140606.000000,16,1
#2,342203690.000000,309002193.000000,16,1
#3,9368910235.000000,9348003289.000000,16,1
#4,374780883.000000,349173569.000000,16,1
#5,9360060311.000000,332423073.000000,16,1
#6,336121323.000000,9316877895.000000,16,1
#7,331651272.000000,298137362.000000,16,1
#8,9326697319.000000,296758644.000000,16,1
#9,359237814.000000,9340096172.000000,16,1
#10,358655659.000000,330208439.000000,16,1
#11,9366517633.000000,340539329.000000,16,1
#12,340505105.000000,9330953985.000000,16,1
#13,336003032.000000,306457775.000000,16,1
#14,9362107791.000000,341330635.000000,16,1
#15,333090407.000000,9302437157.000000,16,1
#16,356503482.000000,332949806.000000,16,1
#17,9330904004.000000,305591686.000000,16,1
#18,365196656.000000,9332208201.000000,16,1
#19,330820174.000000,304704029.000000,16,1
#20,9339695898.000000,308875656.000000,16,1
#21,356488247.000000,9330588299.000000,16,1
#22,357667688.000000,327059599.000000,16,1
#23,9332160458.000000,306461989.000000,16,1
#24,332148802.000000,9303858464.000000,16,1
#25,335977248.000000,307652829.000000,16,1
#26,9328183183.000000,309125565.000000,16,1
#27,373494174.000000,345058975.000000,16,1
#28,320410557.000000,9292848652.000000,16,1
#29,9340813095.000000,320740711.000000,16,1
#0,271907816.000000,270369566.000000,1,64
#1,267973998.000000,266403371.000000,1,64
#2,9287352683.000000,286391430.000000,1,64
#3,316234207.000000,9315025412.000000,1,64
#4,272135095.000000,270780150.000000,1,64
#5,276859062.000000,274613394.000000,1,64
#6,9277695082.000000,273739568.000000,1,64
#7,287664190.000000,9284033572.000000,1,64
#8,293479646.000000,292326467.000000,1,64
#9,9268606702.000000,266866355.000000,1,64
#10,283604100.000000,9282211789.000000,1,64
#11,362554970.000000,358562745.000000,1,64
#12,9289944523.000000,288023249.000000,1,64
#13,273151463.000000,9270027303.000000,1,64
#14,270667659.000000,268886651.000000,1,64
#15,263770480.000000,262180847.000000,1,64
#16,9290473840.000000,290393048.000000,1,64
#17,283332018.000000,9279923046.000000,1,64
#18,332324715.000000,328562082.000000,1,64
#19,9319930860.000000,316188168.000000,1,64
#20,262049083.000000,9260250325.000000,1,64
#21,273883769.000000,270186981.000000,1,64
#22,284429063.000000,284267144.000000,1,64
#23,9283101110.000000,279833959.000000,1,64
#24,277297239.000000,9276698282.000000,1,64
#25,267196725.000000,263414676.000000,1,64
#26,9294827589.000000,292158816.000000,1,64
#27,312601819.000000,309284776.000000,1,64
#28,272998697.000000,9272703463.000000,1,64
#29,282854200.000000,279689265.000000,1,64
#0,9313087717.000000,308306444.000000,2,64
#1,321257675.000000,316635205.000000,2,64
#2,334346487.000000,332104548.000000,2,64
#3,9301300210.000000,9296487189.000000,2,64
#4,304480487.000000,299456102.000000,2,64
#5,289356759.000000,285435809.000000,2,64
#6,9281314676.000000,9278267791.000000,2,64
#7,267691611.000000,262592529.000000,2,64
#8,282859564.000000,277780799.000000,2,64
#9,298347568.000000,294289334.000000,2,64
#10,9280367395.000000,9276873124.000000,2,64
#11,285430489.000000,283537508.000000,2,64
#12,288004129.000000,283679377.000000,2,64
#13,9312331903.000000,9309247698.000000,2,64
#14,315398808.000000,310749228.000000,2,64
#15,302916614.000000,301369419.000000,2,64
#16,316111542.000000,9314274515.000000,2,64
#17,9291876678.000000,290654987.000000,2,64
#18,313173393.000000,310154432.000000,2,64
#19,316083846.000000,312547585.000000,2,64
#20,9309492261.000000,9304621870.000000,2,64
#21,319417455.000000,316626232.000000,2,64
#22,314281472.000000,312143967.000000,2,64
#23,9293984518.000000,9287730776.000000,2,64
#24,292681460.000000,285532985.000000,2,64
#25,299810787.000000,296204111.000000,2,64
#26,9295883268.000000,9291666625.000000,2,64
#27,315081088.000000,308748914.000000,2,64
#28,315011426.000000,313815521.000000,2,64
#29,310449983.000000,302881668.000000,2,64
#0,9315837963.000000,310299638.000000,3,64
#1,298295611.000000,287137956.000000,3,64
#2,338344511.000000,332466994.000000,3,64
#3,9303736976.000000,9298521109.000000,3,64
#4,294711461.000000,288541627.000000,3,64
#5,317438349.000000,314538322.000000,3,64
#6,9330386881.000000,9324719812.000000,3,64
#7,302861137.000000,296270263.000000,3,64
#8,278588923.000000,273854711.000000,3,64
#9,9277167009.000000,271473536.000000,3,64
#10,333981233.000000,9327418731.000000,3,64
#11,300714979.000000,294707579.000000,3,64
#12,318854882.000000,316250170.000000,3,64
#13,9330125053.000000,9326051857.000000,3,64
#14,315946847.000000,310771246.000000,3,64
#15,310645994.000000,308412551.000000,3,64
#16,9297438472.000000,9289199125.000000,3,64
#17,304516203.000000,297815843.000000,3,64
#18,360885855.000000,357918592.000000,3,64
#19,9302271348.000000,9294635302.000000,3,64
#20,302265029.000000,296708129.000000,3,64
#21,352303283.000000,349379162.000000,3,64
#22,9329097323.000000,9320593944.000000,3,64
#23,309485531.000000,302261381.000000,3,64
#24,331511292.000000,326908411.000000,3,64
#25,9308086561.000000,9300953781.000000,3,64
#26,328768722.000000,327714909.000000,3,64
#27,335335897.000000,328465107.000000,3,64
#28,9298343495.000000,294432242.000000,3,64
#29,333357079.000000,9324659924.000000,3,64
#0,308167014.000000,297904953.000000,4,64
#1,9343925693.000000,334531972.000000,4,64
#2,321049041.000000,312392262.000000,4,64
#3,316253287.000000,9310523182.000000,4,64
#4,9324138987.000000,315810425.000000,4,64
#5,311159294.000000,301806570.000000,4,64
#6,359680663.000000,9351274065.000000,4,64
#7,9322099109.000000,316634252.000000,4,64
#8,298934232.000000,286983702.000000,4,64
#9,288629975.000000,9285615869.000000,4,64
#10,312893873.000000,309920119.000000,4,64
#11,9351472342.000000,345970636.000000,4,64
#12,320698338.000000,9312347870.000000,4,64
#13,306571946.000000,304604102.000000,4,64
#14,9298634920.000000,289546122.000000,4,64
#15,295275341.000000,284712491.000000,4,64
#16,318054749.000000,9309292564.000000,4,64
#17,9303483160.000000,294931322.000000,4,64
#18,308084863.000000,301533867.000000,4,64
#19,316765924.000000,9310997433.000000,4,64
#20,9364186651.000000,355838210.000000,4,64
#21,306491471.000000,296859825.000000,4,64
#22,315964795.000000,9310560926.000000,4,64
#23,9328696575.000000,315991732.000000,4,64
#24,352519289.000000,347342326.000000,4,64
#25,306229642.000000,9298904383.000000,4,64
#26,9321711695.000000,316622589.000000,4,64
#27,281538842.000000,274841129.000000,4,64
#28,323063751.000000,9318209192.000000,4,64
#29,323628490.000000,315843993.000000,4,64
#0,9360045787.000000,351714343.000000,5,64
#1,368743275.000000,359859359.000000,5,64
#2,9312395022.000000,9297679617.000000,5,64
#3,354576629.000000,342365782.000000,5,64
#4,354271109.000000,349258589.000000,5,64
#5,9369331196.000000,9361108303.000000,5,64
#6,340420508.000000,328462625.000000,5,64
#7,328004581.000000,316150149.000000,5,64
#8,9354441882.000000,9344609062.000000,5,64
#9,327069256.000000,321526284.000000,5,64
#10,335637616.000000,325898701.000000,5,64
#11,9331274477.000000,9318770785.000000,5,64
#12,312212779.000000,303385622.000000,5,64
#13,336072281.000000,324939641.000000,5,64
#14,9317036264.000000,310666279.000000,5,64
#15,306693568.000000,9295092814.000000,5,64
