499999998500000001, 30, 11332024868.733334, 19433901973.000000, 9852305858.000000, 10137563775.000000, 10125428419279130624.000000, 3182047834.222347
499999999500000000, 30, 11332306741.566668, 19248845383.000000, 9920305634.000000, 10134972690.000000, 9855948387360913408.000000, 3139418479.171089
499999989500000055, 30, 10978066025.799999, 19282537971.000000, 928206475.000000, 10057068477.000000, 13477834540295634944.000000, 3671217038.026441
499999995500000010, 30, 10030836190.100000, 19073180240.000000, 927449840.000000, 10026444746.000000, 11308488794749583360.000000, 3362809657.823288
499999987500000078, 30, 9983638656.633333, 19066328592.000000, 896852259.000000, 9995721670.000000, 5699543062291512320.000000, 2387371580.272227
499999993500000021, 30, 9322712767.000000, 10102749241.000000, 903543688.000000, 9904318017.000000, 5209476129859091456.000000, 2282427683.379934
499999989500000055, 30, 8664847695.700001, 10005969770.000000, 812014330.000000, 9861442223.000000, 9642795060428978176.000000, 3105285020.803884
499999999500000000, 30, 8018721257.666667, 9993173559.000000, 689238875.000000, 9779718588.500000, 13544106929944338432.000000, 3680231912.521864

499999999500000000, 30, 23315495456.700001, 29410544861.000000, 20215491623.000000, 20347099781.500000, 18711017909102223360.000000, 4325623412.769796
499999999500000000, 30, 13354968599.299999, 19481159720.000000, 10159707262.000000, 10410223210.000000, 18861155288783179776.000000, 4342943159.745840
499999998500000001, 30, 9670669621.633333, 10199551645.000000, 772611257.000000, 9976914658.500000, 2832517657575417856.000000, 1683008513.815488
499999999500000000, 30, 7659726698.533334, 9940192541.000000, 682014926.000000, 9736103847.000000, 15092176486106460160.000000, 3884865053.783266
499999999500000000, 30, 6325152491.833333, 9730624997.000000, 556192312.000000, 9566209760.500000, 19444908474186063872.000000, 4409638134.154101
499999995500000010, 30, 5325348437.600000, 9614423815.000000, 463803064.000000, 9470496832.500000, 20833156514110001152.000000, 4564335276.259841
499999993500000021, 30, 4354289162.800000, 9530377138.000000, 389680664.000000, 490866890.500000, 20780163599180345344.000000, 4558526472.357087
499999999500000000, 30, 3981325453.300000, 9455224978.000000, 348611773.000000, 421832463.500000, 20101540548260388864.000000, 4483474160.543405
499999998500000001, 30, 3662263102.466667, 9419000949.000000, 317117451.000000, 388021935.500000, 19466462595280494592.000000, 4412081435.703617
499999999500000000, 30, 3020024277.866667, 9341446969.000000, 290715786.000000, 333663307.500000, 17536427557277196288.000000, 4187651795.132589
499999989500000055, 30, 3003677135.600000, 9340900173.000000, 275414518.000000, 307401043.000000, 17632159830048450560.000000, 4199066542.703086
499999995500000010, 30, 2995065896.200000, 9327910508.000000, 246509664.000000, 308350884.500000, 17596833042300934144.000000, 4194857928.738581
499999987500000078, 30, 3006778407.966667, 9333469981.000000, 289640580.000000, 314028772.000000, 17609329976671793152.000000, 4196347218.316401
499999993500000021, 30, 3309182469.166667, 9331528454.000000, 287708567.000000, 318769679.500000, 18634545271575146496.000000, 4316774869.225305
499999989500000055, 30, 3011420084.233333, 9336311890.000000, 284206806.000000, 308786008.000000, 17630758743505661952.000000, 4198899706.292788
499999999500000000, 30, 3001348017.266667, 9336798465.000000, 278320462.000000, 305768237.000000, 17610495119014277120.000000, 4196486044.181998
