iterations = 30,,,,,iterations = 30,,,,,iterations = 30,,,,,iterations = 30,,
"number = 100000000	threads = 1	cache_line_size = 1",,,,,"number = 100000000	threads = 2	cache_line_size = 1",,,,,"number = 100000000	threads = 3	cache_line_size = 1",,,,,"number = 100000000	threads = 4	cache_line_size = 1",,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
iterations = 30,,,,,,,,,,,,,,,,,
"number = 100000000	threads = 16	cache_line_size = 1",,,,,,,,,,,,,,,,,
#0,353231793,327681718,,,,,,,,,,,,,,,
#1,348260385,321780212,,,,,,,,,,,,,,,
#2,9373607399,340476408,,,,,,,,,,,,,,,
#3,379642839,9351320825,,,,,,,,,,,,,,,
#4,338792514,321050340,,,,,,,,,,,,,,,
#5,9394639501,9372336961,,,,,,,,,,,,,,,
#6,369567555,341449168,,,,,,,,,,,,,,,
#7,9404856313,375408250,,,,,,,,,,,,,,,
#8,388119809,9356913951,,,,,,,,,,,,,,,
#9,381165570,343141006,,,,,,,,,,,,,,,
#10,9365872574,332946069,,,,,,,,,,,,,,,
#11,376962029,9351270755,,,,,,,,,,,,,,,
#12,9383909315,360802330,,,,,,,,,,,,,,,
#13,339332019,318786256,,,,,,,,,,,,,,,
#14,345923981,9316443675,,,,,,,,,,,,,,,
#15,9352053118,323834058,,,,,,,,,,,,,,,
#16,367048697,343838793,,,,,,,,,,,,,,,
#17,351124640,9319083617,,,,,,,,,,,,,,,
#18,9348825606,319517882,,,,,,,,,,,,,,,
#19,374274475,346894935,,,,,,,,,,,,,,,
#20,387874411,9358281706,,,,,,,,,,,,,,,
#21,9367629407,343280545,,,,,,,,,,,,,,,
#22,377855662,343177897,,,,,,,,,,,,,,,
#23,9396592098,9385851318,,,,,,,,,,,,,,,
#24,335091019,301144115,,,,,,,,,,,,,,,
#25,334504024,309174358,,,,,,,,,,,,,,,
#26,9348771488,9322151713,,,,,,,,,,,,,,,
#27,348169731,315353948,,,,,,,,,,,,,,,
#28,369502984,352499611,,,,,,,,,,,,,,,
#29,9345410726,9317805116,,,,,,,,,,,,,,,
