main, 100.0, 0.37, main
main, 100.0, 0.31, main
main, 100.0, 0.36, main
main, 100.0, 0.32, main
main, 100.0, 0.26, main
main, 100.0, 0.27, main
main, 100.0, 0.32, main
main, 100.0, 0.38, main
main, 100.0, 0.44, main
main, 100.0, 0.30, main
main, 100.0, 0.40, main
main, 100.0, 0.28, main
main, 100.0, 0.32, main
main, 100.0, 0.40, main
main, 100.0, 0.32, main
main, 100.0, 0.33, main
main, 100.0, 0.35, main
main, 100.0, 0.34, main
main, 100.0, 0.38, main
main, 100.0, 0.33, main
main, 100.0, 0.39, main
main, 100.0, 0.36, main
main, 100.0, 0.35, main
main, 100.0, 0.24, main
main, 100.0, 0.31, main
main, 100.0, 0.33, main
main, 100.0, 0.28, main
main, 100.0, 0.36, main
main, 100.0, 0.36, main
main, 100.0, 0.41, main
main, 100.0, 0.37, main
main, 100.0, 0.38, main
main, 100.0, 0.27, main
main, 100.0, 0.35, main
main, 100.0, 0.33, main
main, 100.0, 0.28, main
main, 100.0, 0.25, main
main, 100.0, 0.33, main
main, 100.0, 0.39, main
main, 100.0, 0.31, main
main, 100.0, 0.34, main
main, 100.0, 0.35, main
main, 100.0, 0.29, main
main, 100.0, 0.34, main
main, 100.0, 0.37, main
main, 100.0, 0.23, main
main, 100.0, 0.36, main
main, 100.0, 0.36, main
main, 100.0, 0.26, main
main, 100.0, 0.42, main
BinarySearch, 98.1, 19.04, 9999999+179518606
BinarySearch, 98.4, 18.97, 9999999+179515732
BinarySearch, 98.1, 18.65, 9999999+179511987
BinarySearch, 98.3, 19.00, 9999999+179523138
BinarySearch, 98.7, 19.78, 9999999+179510583
BinarySearch, 98.6, 19.12, 9999999+179506824
BinarySearch, 98.3, 18.95, 9999999+179515072
BinarySearch, 98.1, 19.23, 9999999+179525817
BinarySearch, 97.8, 19.18, 9999999+179514870
BinarySearch, 98.5, 19.78, 9999999+179512788
BinarySearch, 98.0, 19.73, 9999999+179512652
BinarySearch, 98.6, 19.84, 9999999+179523549
BinarySearch, 98.4, 19.19, 9999999+179517341
BinarySearch, 98.0, 19.50, 9999999+179518723
BinarySearch, 98.4, 19.08, 9999999+179513280
BinarySearch, 98.3, 19.41, 9999999+179514559
BinarySearch, 98.2, 19.29, 9999999+179511546
BinarySearch, 98.3, 19.21, 9999999+179517359
BinarySearch, 98.1, 19.68, 9999999+179515776
BinarySearch, 98.3, 19.37, 9999999+179520802
BinarySearch, 98.0, 18.74, 9999999+179516174
BinarySearch, 98.1, 18.60, 9999999+179522573
BinarySearch, 98.2, 19.24, 9999999+179517613
BinarySearch, 98.8, 19.41, 9999999+179509754
BinarySearch, 98.4, 19.18, 9999999+179510212
BinarySearch, 98.3, 19.19, 9999999+179508163
BinarySearch, 98.6, 19.39, 9999999+179514194
BinarySearch, 98.2, 19.26, 9999999+179515085
BinarySearch, 98.1, 18.81, 9999999+179511237
BinarySearch, 97.9, 19.28, 9999999+179513651
BinarySearch, 98.1, 19.29, 9999999+179506088
BinarySearch, 98.1, 19.39, 9999999+179512747
BinarySearch, 98.6, 19.71, 9999999+179507121
BinarySearch, 98.1, 18.48, 9999999+179511853
BinarySearch, 98.3, 18.82, 9999999+179511905
BinarySearch, 98.5, 18.65, 9999999+179519107
BinarySearch, 98.7, 19.56, 9999999+179510597
BinarySearch, 98.3, 19.24, 9999999+179518819
BinarySearch, 97.9, 18.40, 9999999+179513833
BinarySearch, 98.4, 19.63, 9999999+179518823
BinarySearch, 98.3, 19.43, 9999999+179519339
BinarySearch, 98.2, 19.50, 9999999+179519580
BinarySearch, 98.5, 19.23, 9999999+179521700
BinarySearch, 98.3, 19.87, 9999999+179513302
BinarySearch, 98.1, 18.97, 9999999+179516085
BinarySearch, 98.8, 18.79, 9999999+179514974
BinarySearch, 98.1, 18.67, 9999999+179511983
BinarySearch, 98.1, 18.87, 9999999+179510964
BinarySearch, 98.7, 19.16, 9999999+179510897
BinarySearch, 97.8, 18.82, 9999999+179508634
